Contract ID,Customer ID,Name,Age,Income,Occupation,Start Date,Term (Months),Monthly Payment,Total Amount,Asset Category,Vehicle Type,Payment Status,Missed Payments,Manufacture Year,Mileage (km),Chassis Number,Engine Number,End Date,Down Payment,Work Province,Brand,Model,NCB Score
f39a770e-131f-4d5d-b742-ffbc6bb6be0f,c76e8dc2-bb10-4390-8165-b55e54ab113e,นภนต์ ทุมะบุตร์,63,44426,ฟรีแลนซ์,2024-10-16,24,7210,173040,รถยนต์,รถตู้,Late,5,2010,66311,CHSOGWWN6VD1HPGG,ENG8136488505,2026-10-06,40304.81,ขอนแก่น,Mazda,MU-X,509
6a298ccf-fc83-4d41-abc0-c9f69b6de01b,878acde3-a6eb-4738-83d6-f652113108f0,ปิยนาฎ ดุริยพันธุ์,44,87235,เกษตรกร,2023-06-03,24,3520,84480,รถยนต์,เก๋ง,Late,0,2014,78898,CHSOFQ4CKJY3EVTO,ENG6859694902,2025-05-23,10684.45,ชลบุรี,Mazda,CBR500R,309
3981271b-7799-4e72-8083-9b73d38b6727,f42cab01-391d-49ad-8fc4-3e91da746ee7,สุปรานี นวลฉวี,45,53744,ฟรีแลนซ์,2024-03-26,36,5797,208692,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,On Time,0,2017,119336,CHS7W8UKZW6XID86,ENG0924524980,2027-03-11,57024.92,ชลบุรี,Toyota,Hilux Revo,780
e82f179d-44c2-4889-95f1-8aee9ae1961c,be76e1af-2a93-4fa6-9da9-7d50e3324e2f,สมมล คณานุรักษ์,62,13616,เกษตรกร,2024-07-27,60,6303,378180,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,Late,1,2014,119157,CHSA2PDD28BVLYTC,ENG3428475138,2029-07-01,56545.99,พิษณุโลก,Suzuki,Jazz,606
0cd14d61-e704-4882-a816-7305af6aae34,a3b847d7-522f-4d29-a9d3-28adeeec6a25,ราชพฤกษ์ ยางสวย,44,34708,ฟรีแลนซ์,2024-05-03,36,4020,144720,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,Default,3,2018,64651,CHSMTCZK42X1ERYG,ENG4120182094,2027-04-18,18253.92,ขอนแก่น,Suzuki,Z300,312
ccf2ac59-e4da-494e-b25b-03b18ee56270,b9d33b07-cff4-4807-ab29-be5ccc8f7a27,เยาวรัตน์ มิ่งขวัญ,42,23474,ข้าราชการ,2024-04-11,12,13476,161712,รถจักรยานยนต์,เก๋ง,Default,0,2020,194527,CHSVQ7HWKD4AOJ13,ENG5049695891,2025-04-06,35267.34,นครราชสีมา,Isuzu,Burgman 125,598
d6e25f1c-8131-44d2-9a1b-d4d041bf7d36,bb60c1f6-654f-418f-b8f5-218e20b57b13,บุญเกิด นรวิทย์โชติกุล,58,52180,ฟรีแลนซ์,2025-02-22,36,19994,719784,รถยนต์,มอเตอร์ไซค์เล็ก,Late,0,2019,190060,CHSOAIBMTOQA0LRN,ENG5755371133,2028-02-07,210275.76,ภูเก็ต,Yamaha,PCX 160,849
20fafcc8-1c44-4018-8f7d-cf6f75fc3738,792311e3-6971-4dc0-8433-7b0d0ad550ba,วนาลี บุญญาภิรมย์,28,68918,ฟรีแลนซ์,2024-08-18,36,14200,511200,รถจักรยานยนต์,กระบะ,Default,3,2016,146912,CHSZ8YJYOMYGQG6P,ENG2060195431,2027-08-03,122280.86,สุราษฎร์ธานี,Honda,Hilux Revo,569
08f941cd-3005-4f2f-bc35-962198c9a290,5471e3c0-c7bd-40a8-9f05-8b5e8dde8e43,สันติราษฎร์ หอมพิกุล,41,11202,ข้าราชการ,2023-07-25,36,14191,510876,รถยนต์,มอเตอร์ไซค์เล็ก,Default,1,2023,191809,CHS67EIB70RCE0KI,ENG1952035400,2026-07-09,51162.45,พิษณุโลก,Isuzu,CBR500R,638
12c2c347-8946-41ee-b608-453bce2767ac,728df23e-5d6c-4730-ad16-36b239682915,ราชัน กุมารบุญ,44,19490,เจ้าของกิจการ,2024-09-23,48,5433,260784,รถจักรยานยนต์,เก๋ง,On Time,1,2021,75696,CHS18Q729SZ4B46O,ENG0738639237,2028-09-02,37218.23,ขอนแก่น,Kawasaki,Wave 110i,725
1b58e307-a915-4e9f-a0be-9912844a3cc8,7a8819e1-11ac-4b74-85f5-466163f757b5,พรเบญญา บุนยะตีรณะ,40,86468,พนักงานบริษัท,2023-09-27,12,7747,92964,รถจักรยานยนต์,กระบะ,On Time,2,2021,44771,CHSSKUXMWPOV3F6Z,ENG1672426772,2024-09-21,13026.84,สุราษฎร์ธานี,Nissan,Burgman 125,661
669e94ea-cec4-4a73-ae58-a5f0598dfee4,0d0bff91-42df-4754-8b92-d7f8f4cba3b7,บุญญกัลป์ ดัตพันธุ์,58,89877,ข้าราชการ,2023-04-16,24,9093,218232,รถจักรยานยนต์,กระบะ,Default,1,2011,169972,CHSTLV43BJ5T5XVQ,ENG6250242859,2025-04-05,32438.67,ชลบุรี,Mazda,Aerox,755
cbfde8ed-95d3-4672-9e2a-f4055fb2dadd,7dba2345-f39b-45db-b8b3-80589ac0cf1a,ศิริญา ถนัดรักษา,41,12342,ข้าราชการ,2024-07-30,36,17027,612972,รถยนต์,มอเตอร์ไซค์ใหญ่,Default,4,2011,105851,CHS233KO2ZMNN6I8,ENG7026167547,2027-07-15,179662.36,ขอนแก่น,Mazda,MT-15,500
596fff0e-f92c-44d4-a7d2-b55388f4d5d9,a9bf1f9c-303c-497c-bb90-1fff1c4bdb9b,ณปภัช ธนรักษ์,44,68342,ฟรีแลนซ์,2023-11-18,60,12560,753600,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,Late,4,2021,160081,CHSN6WX57C59G0IG,ENG7172371517,2028-10-22,142129.15,กรุงเทพมหานคร,Isuzu,MT-15,808
71cf6749-b0cf-479d-8d9d-2429aafb00cf,1a5f728d-d7ee-47d8-8253-63acb69177cf,เทพนารี ฉิมพาลี,38,51331,ฟรีแลนซ์,2025-02-06,36,7621,274356,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2016,96550,CHS22RLLJW8IPOQ5,ENG7225676580,2028-01-22,47623.96,ชลบุรี,Honda,Civic,361
bd37b19b-ec87-474e-ab11-40796c5d1a85,636f96c1-6abd-4d2d-b0cb-f63ca5d3e59b,สุภัทริดา แท่นทอง,64,18674,เจ้าของกิจการ,2023-05-01,24,4451,106824,รถยนต์,รถตู้,Default,0,2012,113763,CHS52JKR1WBL3EBI,ENG5014888460,2025-04-20,18438.86,กรุงเทพมหานคร,Mazda,Mazda3,637
85ba1603-59dc-4c57-8e37-0c3534d1e8aa,360f9981-23a6-47b8-b4c2-ace2558fabc2,ศรินยา ไตรบรรพ,28,19155,พนักงานบริษัท,2024-12-26,12,7134,85608,รถยนต์,กระบะ,Late,3,2018,170421,CHS843CMA9EUBYX1,ENG2572651770,2025-12-21,15795.22,ขอนแก่น,Isuzu,Ninja 400,553
5f7defa9-cef8-4756-995d-4f2f5a6c4dca,c357e175-9b91-4815-832b-57f71b71aa6c,เถลิงยศ วิลาสินี,30,15870,ข้าราชการ,2023-07-27,36,10309,371124,รถจักรยานยนต์,เก๋ง,Default,4,2011,136712,CHSDQ7HO191QG3FW,ENG2104953168,2026-07-11,53366.43,สงขลา,Isuzu,Mazda3,410
23b05aa9-cf05-4228-9ef1-0bf496e507ea,0d67d830-4301-4a41-bd62-3569d63f090e,วสิตา ขันธุลา,43,77438,ฟรีแลนซ์,2023-08-12,12,12460,149520,รถยนต์,กระบะ,Default,1,2021,48683,CHSV2DA7HPJTQ6UG,ENG2189724516,2024-08-06,28377.25,สุราษฎร์ธานี,Mazda,Wave 110i,500
f674afcf-b77d-4168-a25b-b6b25cdea77b,c0d3027a-7c52-4b6a-8a67-b985d080ffb6,ประวี นุชแนวนุ่ม,48,52022,เจ้าของกิจการ,2023-05-17,48,3797,182256,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,Default,2,2013,141078,CHST82MDRHDWYYB3,ENG8673841075,2027-04-26,33607.54,อุบลราชธานี,Kawasaki,Ninja 400,796
a482407c-1614-416a-80fd-9050ea2bcf41,94d7fc49-abfc-4469-9360-21a600049a5a,อลิษา ทรัพย์ธำรงค์,62,92578,พนักงานบริษัท,2023-11-02,12,12067,144804,รถยนต์,กระบะ,On Time,3,2017,13449,CHS32MW65NQLF2MF,ENG1774505307,2024-10-27,16944.48,ชลบุรี,Isuzu,PCX 160,381
a6262069-7655-4b86-bde4-349f1d39ca0d,6bcf4044-5879-4dfd-b5f1-b90f0aaed060,วรรณรัตน์ บุตดา,24,19742,ฟรีแลนซ์,2025-04-12,36,12451,448236,รถยนต์,มอเตอร์ไซค์เล็ก,Default,5,2021,159788,CHSDM8WDJ245ZXKB,ENG1798325371,2028-03-27,78587.53,กรุงเทพมหานคร,Kawasaki,Z300,830
0cc6e5ee-f705-44a3-9609-b0416edb8f36,dab78bbd-6659-4c4d-995c-4a9f8cb6f4d3,พชรภรณ์ นิยมธรรม,59,46627,เกษตรกร,2024-10-10,36,8974,323064,รถยนต์,รถตู้,On Time,1,2022,84962,CHSTUASJSUD2ZEDP,ENG6167462268,2027-09-25,90660.11,สมุทรปราการ,Yamaha,Aerox,641
653d3a95-36b6-4d32-9a97-99ba98f318e7,3b2b2b80-be3e-4832-bbf9-ad6fc9ebb04f,นพรัตน์ ทัศนสุทธิ,26,99568,ฟรีแลนซ์,2025-03-16,24,5389,129336,รถจักรยานยนต์,กระบะ,Default,4,2013,148977,CHSJZCRZWGCI591E,ENG6991656319,2027-03-06,17225.27,นนทบุรี,Nissan,City,430
e26c69ad-34d9-4f5c-9e2b-c85af9666b8e,0760aaf3-3d46-4f0a-b3f6-ce3c98e005c1,ประสิทธิ์ ทวนทอง,54,95439,ข้าราชการ,2024-01-29,12,6349,76188,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,Default,4,2021,168506,CHSPZQVQ84QTZQYN,ENG5820479714,2025-01-23,19468.42,ระยอง,Honda,Mazda2,342
8e282358-25e4-4437-9e7e-280df269a962,013506ef-f13e-4857-955c-f1b3bf77b4f4,กวีฉัฏฐ ดาวอร่าม,47,83853,พนักงานบริษัท,2024-07-14,60,18814,1128840,รถยนต์,มอเตอร์ไซค์เล็ก,Late,1,2018,41232,CHSKZHXCP388LGI1,ENG5980194150,2029-06-18,283358.47,นครราชสีมา,Mazda,Burgman 125,627
b3685e5c-d085-4964-9d41-e86e7cb9b6b5,3485a635-67cf-412f-9c67-a6415ff54ca8,วัลลภ ถาวรรัตน,55,80649,พนักงานบริษัท,2023-08-10,36,5408,194688,รถยนต์,รถตู้,Late,5,2022,54500,CHSHMIAAHDP44UNJ,ENG0383336747,2026-07-25,21737.37,นครศรีธรรมราช,Nissan,Civic,557
dd8147ef-14fe-4a28-be26-ecf6c685168a,5e862fd5-a567-43e4-877d-f2582f6bf6e5,พรเบญญา เช้าวันดี,51,20289,พนักงานบริษัท,2024-12-18,12,9982,119784,รถยนต์,มอเตอร์ไซค์เล็ก,Default,5,2012,51197,CHSTD1U0VGDDK8UA,ENG5225251628,2025-12-13,14769.93,ภูเก็ต,Toyota,Navara,318
9b919c06-afe5-45ae-bb5a-b8837a3df8a4,09c5ecb1-96aa-453c-855f-28131130e6a9,คมสัน ถนอมมนุษย์,49,47419,ข้าราชการ,2024-01-02,24,14233,341592,รถยนต์,มอเตอร์ไซค์ใหญ่,On Time,4,2013,69150,CHSGI5EZIS6KDI6F,ENG7788144607,2025-12-22,60789.86,สมุทรปราการ,Mazda,Mazda3,772
c4a87f46-e8f3-4b67-97ee-3fdf18045533,3e5e8ed9-cd48-47f8-ae84-b421f26a27cf,ฐิติยาพร ถนัดพิมพการ,38,90713,เจ้าของกิจการ,2023-08-20,12,14678,176136,รถจักรยานยนต์,เก๋ง,Late,3,2018,132350,CHS6DAKTUXQEL03Y,ENG1517589601,2024-08-14,22187.43,พิษณุโลก,Kawasaki,Ninja 400,334
d5608328-5ea2-4e86-a5df-330550c531ac,5d52cb3a-2954-4dc7-8b7b-b1c497559bd2,จิราภรณ์ ดาบเพ็ชร์,50,98960,ข้าราชการ,2024-01-20,24,3881,93144,รถยนต์,รถตู้,Late,5,2013,194620,CHSFT3EGBKC78OMD,ENG8480546884,2026-01-09,19518.81,กรุงเทพมหานคร,Suzuki,Aerox,339
158acaaa-fc5f-4518-b286-e8de8a324fbc,23d3aaaa-f868-4301-9b0f-3f424d7c68db,เอกวิทย์ บุญบำรุง,58,15153,เจ้าของกิจการ,2023-11-28,48,18752,900096,รถจักรยานยนต์,กระบะ,On Time,4,2013,29915,CHS9PPYXO2EA988J,ENG2622049237,2027-11-07,175519.88,นครราชสีมา,Yamaha,Aerox,649
759abaf7-eb64-429a-a730-f64e556969fa,eea276de-9e51-41ea-b29b-d01e3be0264c,รภัสพงษ์ ตระกูลไม้เรียง,51,68802,ข้าราชการ,2023-10-18,24,4260,102240,รถยนต์,รถตู้,Default,5,2011,72797,CHS34U65K5I7BHA8,ENG0308433524,2025-10-07,23211.22,สงขลา,Suzuki,MT-15,334
b7ca4baf-4fe1-4dca-966a-eba545254aeb,041561c7-47bd-4609-8ee3-b71addb6b7cc,ยุศรอน ทองปากน้ำ,23,31606,พนักงานบริษัท,2025-02-08,36,5605,201780,รถยนต์,กระบะ,On Time,2,2013,137864,CHSP38OE4JX308ID,ENG4239368676,2028-01-24,25080.29,นนทบุรี,Suzuki,MT-15,698
5b4a02c4-b216-4186-a347-3231e481355c,b15f38b2-7c44-4a14-883a-16b0aee39895,ยอดแมน ทองสีไพล,56,81090,พนักงานบริษัท,2025-01-22,60,5352,321120,รถจักรยานยนต์,เก๋ง,Late,5,2023,87889,CHS5EGQ4M6G4K0LM,ENG2935162605,2029-12-27,67593.89,สงขลา,Kawasaki,Jazz,324
f414eb03-a4c7-4b24-bb2e-e76275af2117,3ec9488d-6b07-4a65-b856-439fd2f767ee,ชรินทร์ทิพย์ ศรีอุ่น,60,97630,เจ้าของกิจการ,2023-07-08,24,6296,151104,รถยนต์,กระบะ,On Time,5,2018,127379,CHSPLQD1W9CQCPPZ,ENG1027940165,2025-06-27,30760.17,สมุทรปราการ,Kawasaki,Vios,514
a65c41ce-37b4-4cc5-90ef-1bd6ca201ea6,f7db0aed-c47f-46a9-8663-4257f3544bdb,วาสุเทพ ยาปะโลหิต,42,89269,ข้าราชการ,2024-04-22,60,6509,390540,รถจักรยานยนต์,กระบะ,Default,4,2013,87214,CHSC9PEP5TJPNBA0,ENG3051600637,2029-03-27,109998.82,ภูเก็ต,Kawasaki,PCX 160,568
6a06f7e0-46d5-4a77-8e9a-78bcf99e37c4,7bcf7f27-7e8f-46ee-98d3-5a43175cdd58,ทินวัฒน์ ธนูปกรณ์,39,28376,เกษตรกร,2024-12-24,24,11615,278760,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,3,2023,90181,CHSPKIJ1QQJJSWK1,ENG0400105139,2026-12-14,70948.23,กรุงเทพมหานคร,Yamaha,CBR500R,705
8824236b-f87f-408e-90e6-f800ac1276e8,ee3bc270-258c-47f3-8813-acc9410e914b,สุรนัย คณานุรักษ์,51,96693,เกษตรกร,2023-07-14,60,8946,536760,รถยนต์,รถตู้,Late,5,2018,141383,CHS0V80KSB4UXYRU,ENG3833765179,2028-06-17,124285.03,อุบลราชธานี,Honda,CBR500R,343
575c4f08-2530-4483-ba99-979357c5dbb0,184c8f8c-c55e-4990-88a5-9ad1fbab65c8,พาดีล๊ะ นุตตาร,47,44189,ข้าราชการ,2023-12-05,24,18435,442440,รถยนต์,กระบะ,Late,3,2016,155963,CHS26O8SVD8RMJGI,ENG7758727437,2025-11-24,51526.58,อุบลราชธานี,Toyota,PCX 160,552
6b1c14ba-72d5-4ca9-ba8a-fe70dd977e46,9d4e707a-0144-4705-95f2-3c9a305ab09f,สุมัชญา เดชคุ้ม,64,49384,เกษตรกร,2025-03-09,12,15662,187944,รถยนต์,กระบะ,Default,0,2022,178073,CHSU3VQGRUBBV2RL,ENG4084128661,2026-03-04,38541.3,ชลบุรี,Kawasaki,Vios,460
292529f1-5fd0-44ef-a537-39efcf08381b,aa0d97d2-6ed8-4877-891c-777979c18cac,ยุภา อุลหัสสา,28,48683,เจ้าของกิจการ,2024-08-13,60,9911,594660,รถยนต์,รถตู้,On Time,1,2010,117005,CHS73TERIMB4SPDU,ENG4888596198,2029-07-18,134957.66,นครศรีธรรมราช,Isuzu,Civic,645
a36bd00c-d367-47d0-a776-9a4942eb6245,ad27ddf6-7b52-4a9b-90a0-87cfa2bf9eb1,เจตพินิษฐ์ เพียยา,32,50748,ข้าราชการ,2024-08-23,36,12181,438516,รถยนต์,มอเตอร์ไซค์เล็ก,On Time,5,2012,199800,CHST5R3VZLMAO9B9,ENG7115359596,2027-08-08,119916.63,นครราชสีมา,Suzuki,MU-X,594
27dd1b37-d35b-441f-b0e6-d7e226bfa385,d9e67f34-6cf5-434c-a0ab-b5b2284a7b81,พิมพ์สุตา ตัณสถิตย์,48,79150,พนักงานบริษัท,2023-06-19,36,3029,109044,รถยนต์,กระบะ,Default,1,2017,154494,CHS3FI0BCBKSJPX3,ENG7357069507,2026-06-03,12662.96,นครราชสีมา,Toyota,Navara,820
09138742-5e53-4836-b2f5-d8370e2d3e59,8793a4a5-d2f7-47d3-a4fc-3418e56329aa,กวีฉัฏฐ ซาซุม,55,19594,ฟรีแลนซ์,2023-06-01,48,15450,741600,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,Late,3,2010,187841,CHSQX8YXOWE952TS,ENG3770206179,2027-05-11,74917.47,เชียงใหม่,Toyota,City,720
24328e16-c1ac-4fab-8e59-cd0b7efcffbb,6a6a9439-ddc6-4178-85b7-48704facb648,อดิสรณ์ สงประเสริฐ,23,43053,ฟรีแลนซ์,2024-02-14,48,14929,716592,รถยนต์,รถตู้,Late,1,2012,37857,CHS5ZJB618E4OUXI,ENG3537571900,2028-01-24,84088.37,อุบลราชธานี,Kawasaki,Jazz,642
e7276116-d5c4-4eeb-b1d9-4720cb883c58,385cbf22-2f7d-497e-b5c9-a7e1a83b5ef0,สุพนธ์ ชำนาญวาด,38,36733,ข้าราชการ,2024-04-28,60,7731,463860,รถจักรยานยนต์,เก๋ง,Late,2,2012,158129,CHSIXD3U37HG2MWQ,ENG7941444620,2029-04-02,74110.58,ระยอง,Kawasaki,Raider R150,433
5c6a6cce-44e1-4a46-8793-2f93007d4e85,f53a5135-9146-46de-aa60-7959b62e08ee,ภควัฒน์ นากกนก,39,63219,พนักงานบริษัท,2024-01-26,12,9312,111744,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,1,2019,49589,CHSZDGEHRCKEO2ZZ,ENG9715097576,2025-01-20,19806.84,ปทุมธานี,Honda,Mazda2,430
12a78819-6b2e-4838-93e8-775dd8eb4f40,4cd18c61-61dd-4693-b90a-1081b5774604,สุไฮลัน ตวงทอง,52,44236,พนักงานบริษัท,2024-12-08,60,13645,818700,รถจักรยานยนต์,เก๋ง,Late,3,2016,56660,CHSODBT4ARGVMSFR,ENG7034619631,2029-11-12,132517.12,ปทุมธานี,Yamaha,D-Max,415
5947b1b5-854b-4b9e-adca-8b56a7e3031d,5d575e3e-1b70-42a1-84f3-a40bd99b1000,เจตธนากร มิ่งขวัญ,39,98614,เจ้าของกิจการ,2024-01-18,48,3814,183072,รถยนต์,มอเตอร์ไซค์ใหญ่,Default,1,2016,55650,CHSQ2F33MZ0D6ER9,ENG7869743872,2027-12-28,36638.49,กรุงเทพมหานคร,Honda,CBR500R,680
cbb56b8b-c2d7-49ea-b15d-5cbc6e0e57cd,fb4a7e0a-423e-45dd-b3d3-5b81fcaae100,สุธาวี ธูปะวิโรจน์,24,50148,ข้าราชการ,2025-02-13,48,16381,786288,รถจักรยานยนต์,เก๋ง,On Time,2,2023,174512,CHS26TQRBFGQSP2Z,ENG9893668508,2029-01-23,119100.43,ปทุมธานี,Isuzu,Mazda3,338
20ca5d85-ca8a-4b67-8911-ba716de44602,5a8e2c22-8ca6-429b-8874-0fdfbd78bfef,ทวีวัฒน์ ธรรมสถิตไพศาล,35,10947,เกษตรกร,2024-03-30,12,17343,208116,รถจักรยานยนต์,เก๋ง,Default,0,2010,89534,CHSSZHWD2IHBYOUH,ENG5875488768,2025-03-25,22082.28,ปทุมธานี,Toyota,Mazda2,518
5239b322-d53e-41b2-8575-258867c74a34,ccd7c6d2-635b-4b22-b799-f2d380805ae2,ประสิทธิ์ นิยมธรรม,60,33895,พนักงานบริษัท,2024-02-18,12,12020,144240,รถจักรยานยนต์,กระบะ,Late,2,2012,48469,CHSA3JVGRJUYKKT5,ENG1608091314,2025-02-12,29209.02,สุราษฎร์ธานี,Yamaha,CBR500R,492
76f43522-1591-4623-87a8-1b1a56d87f76,5c3b1567-43ff-4310-8390-e2efdebb9743,ทิพรดา ดิศดใน,49,77220,เกษตรกร,2023-05-17,60,13775,826500,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2023,14988,CHSQZNSX8S1DAYHM,ENG9993454840,2028-04-20,137479.05,สงขลา,Nissan,Z300,830
03b33f94-8f1f-413a-9306-2813059d256b,5fd034d7-1a89-4d75-a15f-1e11b96bfe53,อภิลักษณ์ ทวนทอง,43,82842,ข้าราชการ,2023-07-05,60,13021,781260,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,On Time,0,2016,177741,CHSCUC0U06PFNBLB,ENG2897051096,2028-06-08,124464.8,ระยอง,Nissan,Commuter,786
7023fd0e-84fd-4cc7-a10c-0049315b4aa6,4d6106b2-a62a-4bd7-9f35-406973f5440f,ณัฐศักดิ์ นาคสุทิน,44,87011,เกษตรกร,2024-01-20,12,8079,96948,รถจักรยานยนต์,มอเตอร์ไซค์เล็ก,Late,1,2016,88989,CHSWLGJLP47A71IK,ENG0221113363,2025-01-14,21273.26,กรุงเทพมหานคร,Suzuki,Mazda2,613
7fbd81e4-19e0-4a1c-804c-8aa98753e601,c67b927a-769a-4cf0-8fde-f57c1e9e20ce,ชลิดา ทองปากน้ำ,20,19778,ข้าราชการ,2024-04-27,48,6887,330576,รถยนต์,เก๋ง,Late,5,2013,90009,CHSNKRVU2CTICHTS,ENG5602215462,2028-04-06,84475.18,สงขลา,Nissan,Hilux Revo,422
b833d2bb-fc79-46b8-96ba-ae39b2021c77,3ddd8b7b-e80c-4b86-b08f-82fbd7bd7624,ศุภกรชนา ธูปหอม,48,25932,ข้าราชการ,2024-08-22,12,8846,106152,รถจักรยานยนต์,รถตู้,Late,3,2014,57993,CHS27XN69UW3QXGN,ENG4304328818,2025-08-17,27699.95,พิษณุโลก,Toyota,Commuter,424
68a7e58b-43d7-400c-87f2-99d2454e1d58,e273fdb6-6fce-4563-851f-2dc80f9d3be9,ลัดดา ธรรมสถิตไพศาล,25,58253,ข้าราชการ,2024-05-03,12,19222,230664,รถยนต์,มอเตอร์ไซค์เล็ก,Late,5,2021,79924,CHS25PIHXQTJMJSJ,ENG7718739552,2025-04-28,44687.21,ปทุมธานี,Nissan,Wave 110i,609
4f3adbef-2dfa-4df0-99e6-c509afd3483c,e18767a6-b14d-4cff-a902-0d78354709ee,จิตตานันท์ นาถะพินธุ,24,38605,พนักงานบริษัท,2024-05-06,60,15471,928260,รถจักรยานยนต์,รถตู้,Default,4,2016,66919,CHSTLDFCH01UKPY3,ENG5998587844,2029-04-10,231327.06,ภูเก็ต,Mazda,Finn,567
dfbf33f4-94d5-45af-9a7d-0444e88b2226,08725766-70f8-474b-8dff-c641f11bf722,กวีฉัฏฐ ถาวระวรณ์,55,68039,พนักงานบริษัท,2025-04-07,48,19325,927600,รถยนต์,กระบะ,On Time,0,2018,139715,CHS37HL18FJJ0YBF,ENG3496427573,2029-03-17,141288.98,เชียงใหม่,Isuzu,Jazz,565
e590665e-ec7f-459a-aae4-67ff8a5fe398,b01afd20-38e6-419a-9b3f-8cefab535bf8,รอกีเย๊าะ ถมปัด,31,57983,เกษตรกร,2024-10-14,36,12647,455292,รถจักรยานยนต์,รถตู้,On Time,0,2020,117597,CHSP8R0R9VMJ5CBS,ENG3884280352,2027-09-29,128402.42,เชียงใหม่,Honda,CBR500R,300
47af7988-e1a9-4fde-9a36-156c73df9c74,69fa3525-509c-40b2-b6d2-1b0bbf57deda,ศิริญา ไตรบรรพ,38,92746,พนักงานบริษัท,2023-05-12,12,19632,235584,รถยนต์,มอเตอร์ไซค์ใหญ่,On Time,4,2020,58590,CHSEJ6Q311MSMDC3,ENG2395887075,2024-05-06,58306.37,นครราชสีมา,Kawasaki,Navara,830
a1872230-66cb-4d22-b90f-38887ab144df,f54f3ede-3433-48ca-a630-e58da2c76e36,วรรณกร ทวีเดช,35,48831,เกษตรกร,2024-07-26,36,17127,616572,รถจักรยานยนต์,เก๋ง,Default,3,2021,136615,CHSTLVZFBP0WPNV5,ENG1359491553,2027-07-11,77932.88,ปทุมธานี,Toyota,Z300,570
34bb5957-04cd-484f-8b6b-d5334c0f10f9,3cbc101c-356f-4ace-87c3-e56cac331fb5,พรเบญญา แน่นดุจป้อม,46,33110,พนักงานบริษัท,2024-07-10,48,16363,785424,รถจักรยานยนต์,กระบะ,On Time,4,2012,68720,CHSGLIARDOFG4U7J,ENG1708843113,2028-06-19,202343.52,นครศรีธรรมราช,Mazda,CBR500R,476
532fe315-925d-45b1-9510-5549b3f2b999,d9dcc7c8-c7cf-4cb3-a44e-bb15b5e50812,เจตพินิษฐ์ พานเกล้า,28,63868,เกษตรกร,2024-12-31,12,11024,132288,รถยนต์,มอเตอร์ไซค์ใหญ่,Default,5,2015,198577,CHS98JIEWYPY9TDP,ENG8297884592,2025-12-26,19472.67,อุบลราชธานี,Nissan,Jazz,521
e03fbcd7-d108-4ffc-b6d0-eba9ff0583a0,e5e007b6-9854-40f2-a2b1-c4ee8f95a520,เจตพินิษฐ์ ตันตราจิณ,56,27069,ฟรีแลนซ์,2023-06-19,48,10250,492000,รถยนต์,มอเตอร์ไซค์เล็ก,Default,4,2015,80491,CHSC47NTIGWZ3WVS,ENG1480438046,2027-05-29,109532.74,สงขลา,Nissan,Aerox,450
c60b9ea1-1401-4176-929a-9d96f590034f,29c1cf58-62f8-480c-b5f7-954aaf4f79e7,ยอดแมน ขอหมั่นกลาง,57,17592,ฟรีแลนซ์,2023-07-25,48,5132,246336,รถจักรยานยนต์,กระบะ,Default,2,2017,198745,CHS6ARRNMJTFI23C,ENG4032046029,2027-07-04,32018.3,พิษณุโลก,Honda,CBR500R,568
87a5f664-bc7e-4fab-94c7-476560ab1c50,befc3c9f-594c-429e-a2b5-3a31034a2d97,วันฉัตร เลิศกิ่ง,50,89832,เกษตรกร,2024-11-24,60,10590,635400,รถยนต์,รถตู้,Late,5,2012,142374,CHSFL8M3ZCVWS2A6,ENG9986376193,2029-10-29,85946.85,นครศรีธรรมราช,Mazda,Mazda3,368
36bb718f-b313-4ba0-85d8-0ea1a1f4d66e,80798f31-d5d2-4051-9808-b37673cf2822,ศศิยา นิลวรรณ,65,93533,ข้าราชการ,2023-08-17,24,4424,106176,รถจักรยานยนต์,มอเตอร์ไซค์ใหญ่,Default,1,2019,175099,CHSPJSJMWMTLDVRM,ENG3348281189,2025-08-06,21277.92,ชลบุรี,Suzuki,City,460
e8d1ec9c-9cbd-4797-8f9d-cfe2a9c9adb6,e35ba2a6-f9a5-43fb-ad7c-1ced8be9ee41,กุลปรียา ทวีเดช,34,92321,ฟรีแลนซ์,2024-04-06,12,9880,118560,รถยนต์,มอเตอร์ไซค์ใหญ่,On Time,3,2018,177309,CHSCJ378BL1AXAXF,ENG7120893518,2025-04-01,28238.84,ภูเก็ต,Toyota,Jazz,755
